French,Tamazight_Kabyle,LLM_Translation,BLEU_Score,CER
Est-ce que c'est vrai que tu ne sais pas nager ?,Ɛni d tidett ur tessineḍ ara ad tɛumeḍ?,D tidet belli ur tessineḍ ara ad t-ɛummeḍ?,0.3655552228545123,0.2894736842105263
Est-ce que c'est vrai que tu ne sais pas nager ?,D tidett ur tessineḍ ara ad tɛumeḍ?,D tidet belli ur tessineḍ ara ad t-ɛummeḍ?,0.3655552228545123,0.20588235294117646
Est-il vrai que vous ne savez pas nager ?,D tidett ur tessinem ara tɛumem?,D tidet belli ur tessinem ara ad tɛummem?,0.1477219991186121,0.3225806451612903
Donne-moi une semaine.,Efk-iyi-d ssmana.,Ef-iyi-d yiwet n ddurt.,0.0,0.9285714285714286
Donne-moi une semaine.,Efk-iyi-d dduṛt.,Efk-iyi yiwet n ddurt.,0.0,0.6923076923076923
Donnez-moi une semaine.,Fkem-iyi-d ssmana.,Efket-iyi yiwet n ddurt.,0.0,1.0
Donnez-moi une semaine.,Fkemt-iyi-d dduṛt.,Efket-iyi yiwet n ddurt.,0.0,0.7333333333333333
Je dois aller chercher de l'argent à la banque.,Ilaq ad ṛuḥeɣ ad d-suffɣeɣ idrimen di lbanka.,Ilaq ad ruḥeɣ ad d-awiɣ idrimen di lbanka.,0.18092176081223305,0.16279069767441862
C'était le but.,D iswi.,D iswi i yella.,0.16990442448471224,1.3333333333333333
Je n'ai jamais vu cet homme de ma vie.,Leɛmeṛ walaɣ argaz-a di ddunit-iw.,Ur ẓriɣ ara yakk argaz-agi deg leɛmer-iw.,0.0,0.7419354838709677
Je n'ai jamais vu cet homme de ma vie.,Leɛmeṛ walaɣ-t wergaz-a di ddunit-iw.,Ur ẓriɣ ara yakk argaz-agi deg leɛmer-iw.,0.0,0.7575757575757576
Je ne voulais pas y croire.,Ugiɣ ad amneɣ.,Ur bɣiɣ ara ad amneɣ.,0.11362193664674995,0.6153846153846154
J'ai sommeil.,Bɣiɣ ad ṭṭseɣ.,Yagh-iyi nuddem.,0.0,0.9230769230769231
Je leur ai dit que je reviendrais.,Nniɣ-asen ad d-uɣaleɣ.,Nniɣ-asen belli ad d-uɣaleɣ.,0.1880301546543197,0.3157894736842105
Elle est passée par tous les pays.,Tekka-d akk timura.,Tɛedda-d seg tmura akk.,0.08034284189446518,0.6470588235294118
Je vivrai comme je veux.,Ad idireɣ akken bɣiɣ.,Ad idireɣ akken i bɣiɣ.,0.28574404296988,0.1
Lis seulement le deuxième tome du livre.,Ɣer kan aḥric wis sin n udlis.,Ɣer kan wis sin n wedlis.,0.21506254256566312,0.27586206896551724
Veux-tu manger ?,Tebɣid ad teččeḍ ?,Tebɣiḍ ad teččeḍ?,0.24028114141347542,0.0625
J'ai essayé d'en savoir plus sur cet homme.,Nudaɣ ad ẓreɣ ugar ɣef wergaz-agi.,Ɛreḍ-eɣ ad issineɣ ugar ɣef wergaz-agi.,0.21711852081087685,0.3125
Je sais que vous n'arriverez jamais à en avoir un.,Ẓriɣ ur tezmirem ara ad d-tawim yiwen.,Zriɣ belli werǧin ara tessaweḍem ad tesɛum yiwen.,0.03655552228545124,0.75
Je voudrais que tu emménages avec moi.,Bɣiɣ ad tzedɣeḍ yid-i.,Bɣiɣ ad d-tzedɣeḍ yid-i.,0.1880301546543197,0.05
Je veux que nous vivions ensemble.,Bɣiɣ ad nezdeɣ akken.,Bɣiɣ ad nidir lwaḥid.,0.16990442448471224,0.5
Je vous déteste tous autant que vous êtes.,Kerheɣ-ken yakk akken ma tellam.,Kraheɣ-kun akken ma tellam.,0.3096787331587729,0.26666666666666666
J'espère que vous crèverez tous.,Ssarmeɣ ad temmtem yakk.,Ssarameɣ aț-țemtem akk.,0.0,0.2608695652173913
Mon lacet s'est rompu.,Qqaṛsent tnelwa inu.,Yeqqers umrar n uṣebbaḍ-iw.,0.0,1.0
On se voit en classe.,Ad nemmẓer deg tneɣrit.,An nemzer di tneɣrit.,0.08034284189446518,0.22727272727272727
Est-ce que tu regardais la télé hier soir à neuf heures ?,Telliḍ tettwaliḍ tiliẓri iḍelli ɣef tẓa ?,Ma tferreǧeḍ ttilivizyu iḍelli tameddit ɣef ttesɛa?,0.039281465090051315,0.8205128205128205
Repose-toi un peu ici.,Steɛfu cwiṭ dagi.,Steɛfu cwiṭ dagi.,0.5623413251903491,0.0
Le concours se termine demain.,Timzizzelt ad tekfu azekka,Timzizelt ad tfakk azekka.,0.09554427922043669,0.19230769230769232
As-tu regardé dans le tiroir du bas ?,Tmuqleḍ deg leqjaṛ nni n wadda ?,Tmuqleḍ deg ujerrar n wadda?,0.1315583108973614,0.3
Retournons au début.,Ad nuɣal ɣer tazwara.,A n-nuɣal ɣer tazwara.,0.16990442448471224,0.1
Nous avons besoin d'un peu de repos.,Neḥwaǧ cwiṭ n usgunfu.,Neḥwaǧ cwiṭ n ugunfu.,0.3976353643835253,0.047619047619047616
Regarde le prix.,Wali ssuma.,Muqel ssuma.,0.1495348781221221,0.5
Tom écrit à un ami.,Tom yettaru i yiwen umeddakel.,Tom yettaru i umeddakul.,0.3096787331587729,0.2413793103448276
"D'abord, je vous montre comment ça fonctionne.","Deg tazwara, ad awen-d-sekneɣ amek i tetteddu.","Di tazwara, ad awen-d-mleɣ amek i itetteddu.",0.09878765474230743,0.16666666666666666
C'est ce qui m'a sauvé.,D aya i y-isellken.,D ayen i yi-isellken.,0.09554427922043669,0.17647058823529413
Je vois la peur dans tes yeux.,Ttwaliɣ tuggda deg wallen-ik.,Ttwaliɣ tugdi deg wallen-ik.,0.1880301546543197,0.07407407407407407
Je vois la peur dans vos yeux.,Ttwaliɣ tuggda deg wallen nwen.,Ttwaliɣ tugdi deg wallen-nwen.,0.07440995947486906,0.1
C'est arrivé en octobre.,Teḍra-d deg tubeṛ.,Yeḍra deg tuber.,0.11362193664674995,0.1875
"Aujourd'hui, nous ne savons pas ce qui arrivera demain.","Ass-a, ur neẓri ara ayen ara d-yedṛun azekka.","Ass-a, ur neẓri ara ayen ara d-yeḍrun azekka.",0.7071067811865475,0.04878048780487805
Je suis un homme toujours malade.,Nekk d argaz zgiɣ uḍneɣ.,Nekk d argaz amuḍin daymen.,0.26591479484724945,0.43478260869565216
Il faut l'inciter à devenir professeur !,Ilaq-as useḥṛec akken ad d-yeffeɣ d aselmad!,Ilaq a t-nessebɣes ad yuɣal d aselmad.,0.07730551756939454,0.43902439024390244
Qui a configuré ce serveur ?,Anwa i swelen aqeddac-agi?,Anwa i isegmen aqeddach-agi?,0.16990442448471224,0.20833333333333334
Elle a acheté une douzaine d'œufs.,Tuɣ-d kra n tnac n tmellalin.,Tesɣa-d tnac n tmellalin.,0.24117803988461298,0.2962962962962963
Suis-je autorisé à me garer ici ?,Zemreɣ ad gaṛiɣ takeṛṛust-iw da?,Zmer-eɣ ad sbeddeɣ takerrust dagi?,0.05372849659117709,0.4666666666666667
Il me faut aller à la maison.,Ilaq ad ṛuḥeɣ ar wexxam.,Ilaq ad ruḥeɣ s axxam.,0.11362193664674995,0.21739130434782608
Je dois aller au travail.,Ilaq ad ṛuḥeɣ ar uxeddim.,Ilaq ad ṛuḥeɣ ɣer uxeddim.,0.28574404296988,0.08333333333333333
J'ai besoin de votre coopération.,Uḥwaǧeɣ attekki-nwen.,Ḥwaǧeɣ amyiwen-nwen.,0.0,0.3684210526315789
Je n'en parle pas.,Ur heddṛeɣ ara ɣef annect-a.,Ur ttmeslayeɣ ara fell-as.,0.07440995947486906,0.6153846153846154
Je n'en parle pas.,Ur heddṛeɣ ara fell-as.,Ur ttmeslayeɣ ara fell-as.,0.1880301546543197,0.3333333333333333
Trop de lumière blesse les yeux.,Aṭas n tafat tetteqṛaḥ allen.,Aṭas n tafat tesseqraḥ allen.,0.28574404296988,0.10714285714285714
L'entrée de la bibliothèque est libre.,Zemren akk medden ad kecmen ar temkeṛḍit.,Anekcum n temkarḍit d abaṭel.,0.0,0.775
La lumière voyage plus vite que le son.,Tafat tettazzal akteṛ n ṣṣut.,Tafat tettazzal ugar n yimesli.,0.12574334296829354,0.42857142857142855
La lumière voyage plus vite que le son.,Tafat tettazzal ugar n yimesli.,Tafat tettazzal ugar n yimesli.,1.0,0.0
Vous vous êtes rasés.,Tseṭṭlem tamart-nwen.,Theffefem.,0.0,0.7894736842105263
Ils se sont rasés.,Seṭṭlen tamart-nsen.,Ḥefffen.,0.0,0.8333333333333334
Ils se sont rasés.,Kksen tamart-nsen.,Ḥefffen iman-nsen.,0.0,0.5625
Je ne me suis pas encore rasé.,Ur seṭṭleɣ ara ɛad tamart-iw.,Urɛad sseṭṭleɣ.,0.0,0.7777777777777778
Je ne me suis pas encore rasé.,Ur kkiseɣ ara ɛad tamart-iw.,Werɛad ur ṣeṭṭleɣ.,0.05833544737207805,0.8461538461538461
Je ne me suis pas encore rasé.,Ur-ɛad seṭṭleɣ tamart-iw.,Werɛad ur ṣeṭṭleɣ.,0.0,0.6818181818181818
Je n'ai aucun désir de comprendre ce qui se passe à l'intérieur de ta tête.,Ur bɣiɣ ara akk ad ẓṛeɣ d acu i tettxemmimeḍ g allaɣ-ik.,Ur sɛiɣ ula d yiwen n lebɣi ad fehmeɣ ayen i d-iḍerrun deg daxel n uqerru-yk.,0.017395797375642234,0.9259259259259259
Vous êtes montées vite dans l'arbre.,Tulim aseklu-nni s uɣiwel.,Tulimt s tazzla deg useklu.,0.05372849659117709,0.7083333333333334
Ils sont montés vite dans l'arbre.,Ulin aseklu-nni s uɣiwel.,Ulin s tazzla deg ttejra.,0.06389431042462725,0.7391304347826086
Ils sont montés vite dans l'arbre.,Ulin aseklu-nni s tɣawla.,Ulin s tazzla deg tejra.,0.06389431042462725,0.6521739130434783
Ils sont montés vite dans l'arbre.,Ulin ttejṛa-nni s tɣawla.,Ulin s tazzla deg ttejra.,0.06389431042462725,0.6521739130434783
Ils sont montés vite dans l'arbre.,Ulin aseklu-nni s usixef.,Ulin s tazzla deg ttejra.,0.06389431042462725,0.7391304347826086
 Pleure-t-il quelquefois la perte de sa mère ? ,Yettru tikwal ɣef yemma-s mi ulac-itt ?,Yettru tikwal lmut n yemma-s?,0.10294994188297393,0.4857142857142857
C'est très agréable d'écouter de la musique.,D lεali mliḥ wi ismuzegten i uẓawan.,D ayen yelhan aṭas usel n uẓawan.,0.039281465090051315,0.6
Elle parle français.,Thedder tafransist.,Tettmeslay tafransist.,0.1495348781221221,0.4444444444444444
Asseyons-nous ici.,Yya-w ad neqqimet da.,A n-qqim dagi.,0.0,0.5789473684210527
La chatte est coincée dans l'arbre.,Tamcict teḥṣel deg waddag.,Tamcict teḥsel deg ttejra.,0.09554427922043669,0.28
Salut ! Comment ça va ?,"Azul, amek tettiliḍ ?",Azul! Amek i telliḍ?,0.16990442448471224,0.2222222222222222
"Un groupe d'étrangers est arrivé à Edo, Tokyo en d'autres termes.","Atta tewweḍ-d yiwet n terbaεt ibeṛṛaniyen ɣer Edo, neɣ Ṭukyu.","Yiwet n terbaɛt n iberraniyen tewweḍ-d ɣer Edo, Tokyo s wawal nniḍen.",0.053863663688318665,0.7758620689655172
Trouvez donc un consensus !,Afet-d ihi amek ara temsefhamem !,Afet ihi amtawa!,0.05833544737207805,0.5666666666666667
Une marche de quelques minutes me conduisit au rivage.,Kra n ddqayeq d tikli wwint-iyi ɣer ugemmaḍ.,Tikli n kra n tminutin tewwi-yi ɣer rrif n lebḥer.,0.05307712171072445,0.7857142857142857
Rome ne s'est pas faite en un jour.,Ruma mačči deg yiwen wass i d-tella.,Roma ur d-tebna ara deg yiwen n wass.,0.06500593260343691,0.7058823529411765
Ce séisme fut le plus important que l'on ait jamais vécu.,Zznezla-yi tugar akk tid nesεedda.,Azenzel-agi d win meqqren akk i d-yeḍran yakan.,0.02777619034011792,0.9375
Il n'y a personne chez nous.,Ulac wi yellan ɣur-neɣ.,Ulac yiwen ɣur-nneɣ.,0.0814136751754278,0.3333333333333333
Je ne t'ai pas vu jusqu'à présent.,Ur k-ẓriɣ armi d tura.,Ur k-walix ara ar tura.,0.06389431042462725,0.4
Les fleurs sont jaunes.,Tijeǧǧigin d tiwraɣin.,Ijeǧǧigen d iwraɣen.,0.11362193664674995,0.19047619047619047
J'ai essayé d'aller au travail en vélo mais finalement cela ne me convenait pas.,Σerḍeɣ ad ruḥeɣ ɣer lxedma s uvilu maca ɣer tagara ufiɣ mačči d ayen i y-iwulmen.,Ɛreḍeɣ ad ruḥeɣ ɣer uxeddim s ubisiklet meɛna deg uneggaru ur iyi-iwafeq ara.,0.06560264840246194,0.569620253164557
Voulez-vous y aller en premier ?,Tebɣiḍ ad truḥeḍ d amezwaru ?,Tebɣam ad truḥem d imezwura?,0.06389431042462725,0.2222222222222222
J'ai de mauvaises nouvelles pour vous.,Wwiɣ-ak-d lexbar ur nessefraḥ.,Sɛiɣ isallen n diri i kunwi.,0.0,0.8518518518518519
Chaque saison est dotée de sa propre beauté.,Yal tasemhuyt s ccbaḥa-s.,Yal tasmilt s ccbaḥa-s.,0.1880301546543197,0.17391304347826086
"Prends courage, Jean, tu es sur la bonne voie !","Ili-k d abɣas a Jean, aql-ik deg ubrid yelhan.","Ssebber iman-ik, a Jean, atan-ak deg ubrid yelhan!",0.1525487608028145,0.40476190476190477
Je loue une chambre pour un mois.,Ssekraweɣ taxxamt ɣef yiwen wayyur.,Kruɣ taxxamt i waggur.,0.06257106818159155,0.47058823529411764
Tu devrais aller consulter un dentiste.,Ilaq ad teẓreḍ ṭṭbib n tuɣmas.,Ilaq ad tṛuḥeḍ ɣer uṭbib n tuɣmas.,0.09878765474230743,0.27586206896551724
Pourrions-nous nous entretenir seul à seul ?,Nezmer ad nmeslay weḥd-neɣ kan ?,Nezmer ad nemmeslay weḥd-nneɣ?,0.13232169883599026,0.2413793103448276
Macha parle le russe et voudrait que quelqu'un la traduise en kabyle.,Maca teţmeslay s trusit u tra ad ţ-ţwaseɣti ar teqbaylit.,Macha tessawal tarusit u tebɣa ad yili win ara tt-id-yessuqlen ɣer teqbaylit.,0.022416933501922302,0.6545454545454545
Il est clair qu'il est coupable.,Iban d netta i tt-ixedmen.,Iban belli d amednub.,0.07440995947486906,0.5833333333333334
J'avais déjà vendu le livre en question quand il m'a téléphoné.,Lliɣ zzenzeɣ yakan adlis-nni mi yi-d-yessawel.,Zenz-eɣ yakan adlis-nni mi d-isawel.,0.21771262023986562,0.2619047619047619
Elle porte des vêtements hauts en couleur pour attirer l'attention.,Tettlus ayen iɣman akken ara tt-id-muqlen medden.,Telsa iceṭṭiḍen n yiniten iwakken ad d-tejbed lbal.,0.0,0.782608695652174
Le danger est passé.,Amihi iεedda.,Iɛedda lxiḍer.,0.0,1.0
Le Canada borde la partie nord des USA.,Kanada tezga-d ɣer tama ugafa n tmurt n Marikan.,Kanada iḥudd tama n ugafa n Marikan.,0.08215639084290792,0.41304347826086957
L'homme affamé a dévoré la nourriture.,Argaz yelluẓen yeɣli ɣef wučči.,Argaz yelluẓen yečča učči.,0.13232169883599026,0.26666666666666666
Il n'a pas été capable d'ouvrir la boîte.,Ur yessaweḍ ara ad d-yeldi tabewwaṭ-nni.,Ur yezmir ara ad yeldi tasenduqt.,0.09554427922043669,0.40540540540540543
L'enfant nourrissait le singe avec la banane.,Agrud yella yettqewwit ibki s tbanant.,Aqcic isseččay iddew s tbanant.,0.09302577375697234,0.5945945945945946
"Reculez de quelques pas, s'il vous plait.",Ttxilwat uɣalet s kra isurifen ɣer deffir.,"Wexxret kra n tsuraf, di leɛnaya-nwen.",0.03455747170954952,0.7560975609756098
Je refuse d'être ignoré plus longtemps.,Ur qebbleɣ ad ttwanekṛeɣ ugar n wakka.,Ugiɣ ad iyi-ttun ugar n waya.,0.0808764862779457,0.5405405405405406
Le cœur fidèle ne doit jamais être remis en question.,Ul imekdi ur ilaq ad icukket ḥedd deg-s.,Ul iṣfan ur ilaq ara ad t-id-yali ccek.,0.06985342056580097,0.6052631578947368
J'accepte le défi !,Qebleɣ acqirrew-a !,Qebleɣ aḥaddi!,0.1495348781221221,0.5
Nous n'accompagnerons pas les enfants à l'école.,Ur netteddu ara d igerdan s aɣerbaz.,Ur ntteddu ara d warrac ɣer uɣerbaz.,0.07730551756939454,0.2857142857142857
Qu'est-ce que Tom et Mary essaient de faire ?,Acu yebɣa ad yeg Tom akk d Mary ?,D acu i tteɛraḍen Tom d Mary ad xedmen?,0.06376715693797415,0.8064516129032258
Il faisait nuit quand nous sommes arrivés au village.,Tella teɣli-d tallast mi d-newweḍ ɣer taddart.,Yella yiḍ mi nweḍ ɣer taddart.,0.0808764862779457,0.3953488372093023
"Pour en venir à l'essentiel, tu me dois quelque chose.","Akken kan ad d-neqqel ɣer ṣṣeḥ, ihi yella wayen i k-ttalaseɣ.","Iwakken ad d-nerr ɣer temsalt, tessaleḍ-iyi-d kra.",0.022182955195367136,0.6140350877192983
N'importe qui pouvait faire ça.,Aya menwala ad t-yexdem.,Menwala yiwen yezmer ad ixdem aya.,0.05372849659117709,1.0
Arrête de faire comme si tout allait bien ! Ce n'est pas le cas.,"Ur tt-ttarra ara am akken kra ur yelli, acku d lekdeb.",Ḥbes ad t-tgeḍ amzun kulci yelha! Mačči d akken i tella.,0.022416933501922302,0.803921568627451
Laisse-le faire les basses œuvres !,Ǧǧet-it ad yexdem ayen n diri.,Eǧǧ-it ad i-xdem lecɣal n dunnit.,0.048549177170732344,0.5357142857142857
J'ai toujours rêvé d'avoir beaucoup d'enfants.,Si zik ttarguɣ ad sεuɣ aṭas igerdan.,Daymen saramɣ ad sɛuɣ aṭas n dderya.,0.039281465090051315,0.4857142857142857
Attention au chien dangereux.,Ḥader aqjun-nni yuεren.,Ḥader aydi iweɛren.,0.11362193664674995,0.47619047619047616
Mes yeux s'écarquillèrent.,Mmeṛmecent-d wallen-iw.,Allen-iw mmeccent.,0.0,0.8
Je n'ai pas fermé l’œil de la nuit.,"Kra yekka yiḍ, ur qqineɣ tiṭ-iw.",Ur d-mḍileɣ ara tiṭ iḍ kamel.,0.040824829046386304,0.8275862068965517
Ça m'est égal.,Ur yi-d-tewqiɛ ara.,Yiwen-it.,0.0,0.75
Ça m'est égal.,Ur yi-d-tecliɛ ara.,Yiwen-it.,0.0,0.75
Ça m'est égal.,Ur yi-d-teḥliq ara.,Yiwen-it.,0.0,0.75
J'allais sortir quand le téléphone a sonné.,Teddun ad ffɣeɣ i mi d-iṣuni tilifun.,Lliɣ ad ffɣeɣ mi d-iserser utilifun.,0.0808764862779457,0.42857142857142855
Regarde bien. Je vais te montrer comment on fait.,Wali akken iqwem. ad ak-d-sekneɣ amek i xeddmen.,Muqel mliḥ. Ad ak-d-mleɣ amek i nxeddem.,0.0670144447096575,0.4772727272727273
Regarde bien. Je vais te montrer comment on fait.,Wali akken iwata. Ad ak-d-sneɛteɣ amek i xeddmen.,Muqel mliḥ. Ad ak-d-mleɣ amek i nxeddem.,0.0670144447096575,0.4888888888888889
Je vais faire les courses tous les matins.,Ttṛuḥuɣ ad d-qḍuɣ yal taṣebḥit.,Ttedduɣ ad d-aɣeɣ ssuq yal ṣṣbeḥ.,0.048549177170732344,0.5862068965517241
La parole est d'argent mais le silence est d'or.,"Awal d lfeṭṭa, meɛna tasusmi d ddheb.","Awal d lfeṭṭa, tsusmi d ddheb.",0.21506254256566312,0.2
Le problème s'est résolu tout seul.,Yefra wugur-nni iman-is.,Ugur ifra weḥd-es.,0.0,0.7619047619047619
Vous n'êtes pas du tout concerné.,Ur ken-teɛni ara maḍi temsalt.,Ur kkun-yeɛni acemma.,0.05833544737207805,0.5357142857142857
Quel âge avez-vous ?,Acḥal i tesɛiḍ g leɛmeṛ-ik?,Acḥal n yiseggasen i tesɛam?,0.06389431042462725,0.72
Quel âge avez-vous ?,Acḥal i tesɛiḍ g leɛmeṛ-im?,Acḥal n yiseggasen i tesɛam?,0.06389431042462725,0.68
Quel âge avez-vous ?,Acḥal i tesɛam g leɛmeṛ-nwen?,Acḥal n yiseggasen i tesɛam?,0.12574334296829354,0.6666666666666666
Je ne suis pas du tout convaincu.,Ur ttwaqenɛeɣ ara akk.,Ur qniɛeɣ ara maḍi.,0.09554427922043669,0.42857142857142855
Pourquoi voulez-vous partir aujourd'hui ?,Acuɣeṛ i tebɣiḍ ad tṛuḥeḍ ass-a?,Ayɣer i tebɣam ad truḥem ass-a?,0.05372849659117709,0.23333333333333334
Pourquoi voulez-vous partir aujourd'hui ?,Acuɣeṛ i tebɣam ad tṛuḥem ass-a?,Ayɣer i tebɣam ad truḥem ass-a?,0.21711852081087685,0.13333333333333333
Je vais prendre ma voiture.,Ad awiɣ takeṛṛust-iw.,Ad d-ddmeɣ tomobil-iw.,0.11362193664674995,0.6842105263157895
"Il ne faut compter que sur soi-même. Et encore, pas beaucoup.","Ilaq ad tettekleḍ f yiman-ik kan, meɛna mačči s waṭas.","Ur ilaq ad tettekled ala ɣef yiman-ik. U ɣas akken, mačči d aṭas.",0.039073802494525016,0.4117647058823529
"Il ne faut compter que sur soi-même. Et encore, pas beaucoup.","Ilaq ad tettekleḍ f yiman-im kan, meɛna mačči s waṭas.","Ur ilaq ad tettekled ala ɣef yiman-ik. U ɣas akken, mačči d aṭas.",0.036362270465000714,0.43137254901960786
Cette banane est pourrie.,Terka tbanant-a.,Tabanant-agi terka.,0.1495348781221221,0.8571428571428571
Tom semblait assez heureux.,Ittbin-d yefṛeḥ Tom.,Tom yettban-d yeferḥ mliḥ.,0.08034284189446518,0.7222222222222222
Je n'arrive toujours pas à me rappeler ce que Tom m'a dit de faire.,Mazal ar tura ur d-mektaɣ d acu i yi-d-inna Tom ad t-xedmeɣ.,Mazal ur d-mmektiɣ ara ayen i yi-d-yenna Tom ad t-geɣ.,0.04594899010019892,0.4
Je suis heureux que le jeu soit fini.,Feṛḥeɣ i mi ifukk wurar-nni.,Ferḥeɣ immi ifukk wurar.,0.06257106818159155,0.19230769230769232
C'était la nôtre.,D ayla-nneɣ.,Tella d tin-nneɣ.,0.11362193664674995,1.0
Tom est un homme politique.,Tom d argaz n tsertit.,Tom d ameserti.,0.12336445138236939,0.42857142857142855
Pourquoi veux-tu être infirmière ?,Acuɣeṛ i tebɣiḍ ad d-teffɣeḍ d afremli?,Ayɣer tebɣiḍ ad tiliḍ d tinfurmiyt?,0.0808764862779457,0.5135135135135135
Pourquoi veux-tu être infirmière ?,Acuɣeṛ i tebɣiḍ ad d-teffɣeḍ d tafremlit.,Ayɣer i tebɣiḍ ad tiliḍ d tafermalt?,0.17567205239427922,0.3333333333333333
Pourquoi voulez-vous être infirmière ?,Acuɣeṛ i tebɣam ad d-teffɣem d ifremliyen?,Ayɣer tebɣiḍ ad tiliḍ d tinfurmit?,0.041095991233501536,0.55
Pourquoi voulez-vous être infirmière ?,Acuɣeṛ i tebɣamt ad d-teffɣemt d tifremliyin?,Ayɣer tebɣiḍ ad tiliḍ d tinfurmit?,0.041095991233501536,0.5348837209302325
Marie a descendu les escaliers.,Tṣubb Mary deg tiseddaṛin-nni.,Marie ters-d seg isellumen.,0.0,0.6785714285714286
Marie a descendu les escaliers.,Tṣubb Mary deg tiṭṛujin-nni.,Marie ters-d seg isellumen.,0.0,0.7307692307692307
Qui se ressemble s'assemble.,Akken myezdaɣen i myussanen.,"Win i icban wayeḍ, d wayeḍ i d ameddakul-is.",0.023980296761827107,1.1111111111111112
"Non, ce n'est pas normal.","Ala, mačči d amagnu.","Ala, mačči d normal.",0.3976353643835253,0.3333333333333333
Est-ce que c'est normal ?,D amagnu aya ?,D ayen n lεada?,0.08034284189446518,0.6666666666666666
Avez-vous entendu le bel oiseau ?,Tesliḍ i wefrux ucbiḥ?,Teslam i ugḍiḍ-nni aṣebḥan?,0.08034284189446518,0.7619047619047619
Est-ce que Tatoeba ressemble à Facebook ?,Ittcabi Tatoeba ɣer Facebook?,Ma Tatoeba icba Facebook?,0.09554427922043669,0.35714285714285715
Tom croit aux dieux des anciens Grecs.,Tom ittamen s iṛebiten iqburen n Igrigiyen.,Tom yamen s yakucen n Igriqiyen iqdimen.,0.043472087194499145,0.5476190476190477
Je l'ai entendu dire hier.,Sliɣ-as imi t-id-yenna iḍelli.,Sliɣ-as iḍelli.,0.06541924356118012,0.5
"Ce que femme veut, Dieu le veut.","Ayen tebɣa tmeṭṭut, ibɣa-t Yillu.","Ayen i tebɣa tmeṭṭut, yebɣa-t Rebbi.",0.09554427922043669,0.3
Avez-vous 17 ans ?,Tesεiḍ 17 iseggasen?,Tesɛam sebɛaṭac n iseggasen?,0.08034284189446518,0.6842105263157895
"Désolé, je ne parle pas portugais.","Suref-iyi, ur ttmeslayeɣ ara tapurtugit.","Suref-iyi, ur ttmeslayeɣ ara tapurtugit.",1.0,0.0
Mon numéro de téléphone est le 9876-5432.,Uṭṭun-iw n tiliɣri d 9876-5432.,Uṭṭun-iw n tilifun d 9876-5432.,0.16068568378893033,0.10714285714285714
Ma mère est une femme.,Yemma d tameṭṭut.,Yemma d tameṭṭut.,0.5623413251903491,0.0
J'ai besoin de 30 minutes.,Sriɣ 30 n tesdatin.,Ḥwaǧeɣ tlatin n dqiqa.,0.08034284189446518,0.9444444444444444
Je t'aime.,Ḥemmleɣ-k.,Hemmleɣ-k / Hemmleɣ-kem,0.0,1.625
Je t'aime.,Ḥemmleɣ-kem.,Hemmleɣ-k / Hemmleɣ-kem,0.0,1.1
Vous le connaissez ?,Tesneḍ-t ?,Tessnem-t?,0.0,0.2857142857142857
C'est là que je vis.,Dagi i ttidireɣ.,Dinna i ttidireɣ.,0.24028114141347542,0.26666666666666666
Est-ce que c'est normal ?,Iwulem ccɣel-a?,D ayen n lεada?,0.0,0.8461538461538461
C'est moi qui ai cru à cette histoire.,D anekk i yumnen taqsiḍt-a.,D nekk i iumnen s teqsiṭ-agi.,0.048549177170732344,0.36
C'est moi qui ai ordonné à Tom de faire cela.,D nekk i s-yennan i Tom ad yexdem aya.,D nekk i i-umren i Tom ad ixdem aya.,0.20744432576282615,0.2222222222222222
C'est moi qui ai ordonné à Tom de faire cela.,D nekk i s-yennan i Tom ad yexdem annect-a.,D nekk i i-umren i Tom ad ixdem aya.,0.19960198807747329,0.325
C'est moi qui ai déplacé cette table.,D nekk i s-ibeddlen amkan i ṭṭabla-yaki.,D nekk i ismuttigen ṭabla-agi.,0.17824801752356584,0.4864864864864865
C'est moi qui ai remis Tom à sa place.,D nekk i yerran Tom ar wemkan-is.,D nekk i yerran Tom s amkan-is.,0.6147881529512643,0.12903225806451613
C'est moi qui ai mis Tom au lit.,D nekk i yerran Tom ar wusu.,D nekk i isegnen Tom.,0.19153996003797966,0.48148148148148145
C'est moi qui ai reçu un coup.,D nekk i yeččan tiyita.,D nekk i d-yewwin tiyita.,0.28574404296988,0.18181818181818182
C'est moi qui me suis blessé au pied.,D nekk i d-ijerḥen g uḍaṛ.,D nekk i ijerḥen deg uḍar.,0.20205155046766235,0.16666666666666666
C'est moi qui me suis blessé au pied.,D nekk i tent-yuɣen g uḍaṛ.,D nekk i ijerḥen deg uḍar.,0.20205155046766235,0.4
C'est moi qui me suis inquiété pour cela.,D nekk i yetqelqen f aya.,D nekk i iɣeblen fell-as.,0.21771262023986562,0.4166666666666667
C'est moi qui me suis inquiété pour cela.,D nekk i yetqelqen f annect-a.,D nekk i iqelqen fell-as.,0.21771262023986562,0.35714285714285715
C'est moi qui me suis inquiété pour cela.,D nekk i yekcem weɣbel f aya.,D nekk i iɣeblen fell-as.,0.17824801752356584,0.5
J'ai vu un chat noir courir dans la maison.,Walaɣ amcic d aberkan yettazzal g uxxam.,Zriɣ amcic aberkan yettazzal deg uxxam.,0.08690744034581972,0.20512820512820512
Je l'ai attendu toute la journée.,Ṛujaɣ-t ass kamel.,Rǧiɣ-t akk ass.,0.11362193664674995,0.625
